account_id,operation,amount,balance,k_symbol,bank,account,time_diff,type
1014,5,4326,74423,7,13,7665,409,1
4283,4,122,36551,4,1,2734,168,2
22,5,10976,29439,7,13,7665,465,1
3397,2,132,58144,5,5,4446,454,2
264,5,112,26504,0,13,7665,326,2
4468,0,181,46169,3,13,7665,410,1
3571,2,5144,25460,5,4,6963,466,1
438,5,41787,37439,0,13,0,455,2
3065,3,22600,73654,7,13,7665,471,1
1495,0,14389,38443,0,13,7665,355,1
3367,2,267,78296,3,13,7665,250,1
3060,5,3557,36359,7,13,7665,406,2
4023,3,76,41875,3,13,7665,184,1
1147,3,67,28675,5,1,14,368,2
1401,2,6366,5150,5,6,2351,312,0
3140,4,4299,17296,0,3,1953,369,2
2547,4,2348,30201,7,13,7665,457,2
1313,0,5020,22384,7,8,1238,215,1
1680,2,8242,36649,6,4,2351,407,2
1394,4,4572,42091,5,1,4801,308,2
4250,4,2326,47306,7,4,3917,365,2
3511,4,2465,-446,7,13,7665,370,2
3140,5,74,33927,7,12,989,283,1
2761,0,5246,20664,5,0,6935,468,1
1857,5,13,45127,6,13,7665,308,2
3511,2,6821,34546,5,7,957,321,1
1014,2,387,21349,7,13,7665,188,1
3343,5,35,32384,7,13,7665,370,2
3806,3,250,15428,3,1,6048,475,1
263,2,14651,52901,7,0,1283,267,1
3099,5,614,28590,7,13,7665,438,1
1066,3,123,22155,3,8,768,459,2
391,5,1299,16228,7,13,7665,287,2
959,3,62,20520,3,13,7665,304,2
1916,2,66372,54414,7,13,0,298,1
4047,5,12519,27212,7,0,4615,450,2
4033,5,2747,92202,0,13,7665,307,2
1066,5,9884,26425,7,13,7665,362,1
1628,2,1260,27865,7,1,67,280,2
2677,2,5057,21061,3,13,7665,278,1
1990,5,11285,44110,7,13,7665,321,2
3465,5,14,29666,6,13,7665,439,2
2073,3,120,32634,5,12,2980,437,2
706,3,979,27479,0,13,7665,369,2
3402,2,19107,33637,3,13,7665,240,2
1717,5,14,61283,6,13,7665,450,2
3721,2,171,35785,5,9,5904,312,2
3116,3,81,29804,7,13,7665,374,2
2828,4,1404,27738,7,13,7665,284,2
3335,5,149,31723,0,13,7665,213,1
1870,4,178,27935,1,3,3011,405,2
2902,0,3934,28527,0,5,2980,412,2
31,5,14,54708,7,13,7665,86,1
1379,5,14,44418,6,13,7665,457,2
264,3,61,15905,3,2,0,326,0
4475,5,2147,59813,7,13,7665,382,2
1819,0,5866,20312,0,11,4615,287,1
939,2,115,82218,3,13,7665,420,2
3806,3,19813,36149,1,1,7632,449,1
1959,3,18,21018,3,8,1294,424,2
375,0,6762,55249,7,13,7665,419,1
376,2,2347,43916,7,2,0,193,1
4283,4,601,23804,7,5,4228,307,1
1023,5,436,482,7,13,7665,278,2
209,5,15,21216,6,13,7665,280,0
825,0,3783,21662,0,7,5294,243,2
700,5,5844,75,7,13,7665,423,1
1688,0,48955,49304,7,13,7665,421,1
4076,4,13498,44808,1,4,358,164,2
1076,4,10981,79013,7,13,7665,419,2
2973,0,6870,17628,7,8,6935,443,2
1178,5,2677,56123,7,13,7665,407,1
1904,4,2137,23163,5,9,2094,309,2
3559,4,68,22252,1,4,2094,417,2
721,5,3138,33044,7,13,7665,284,2
2563,0,4750,17416,5,11,6731,449,1
515,4,1273,24505,7,13,7665,245,1
1094,3,28,56049,3,13,7665,458,2
4184,3,73,13789,3,13,7665,448,2
2761,2,17676,44504,2,13,7665,311,1
1959,5,25,44465,7,13,7665,400,2
2761,2,348,18102,7,13,7665,451,1
3153,0,31352,21997,7,13,7665,127,1
3806,4,5465,27928,3,1,1000,346,2
2902,0,30243,69361,7,13,7665,107,1
2855,2,2622,32279,7,8,1294,284,1
4033,0,1893,27638,7,13,7665,449,1
2918,3,154,28264,0,13,7665,213,2
3893,2,5243,37048,1,11,7219,351,2
1080,0,2055,22911,7,13,7665,271,2
2105,0,30298,13410,0,13,7665,405,1
2374,4,4241,27643,1,5,5087,171,2
186,5,15,69195,6,13,7665,353,2
1399,0,5467,19133,7,10,3537,334,2
2159,0,4244,16944,1,5,1283,204,1
2136,3,15373,36568,7,13,7665,304,1
3062,4,2281,31260,7,13,7665,349,2
905,2,58445,86097,7,13,0,357,0
2356,0,3186,22255,7,13,7665,369,1
4272,5,13,20776,6,13,7665,187,2
2925,4,2318,42641,7,0,14,462,2
1616,5,3114,21192,7,0,3774,283,2
2902,4,18193,34269,0,13,7665,452,2
519,2,88621,83650,5,11,3622,208,1
3993,4,5775,34239,7,0,4252,219,2
352,5,33082,27272,7,1,3537,221,1
4033,2,42429,23440,7,11,2193,339,1
1688,0,81448,7148,5,10,863,452,1
1064,2,737,22867,5,10,4615,212,2
723,5,2369,48575,7,13,7665,405,2
1990,0,4296,45434,7,13,7665,435,1
2839,4,693,1147,7,11,7389,373,2
3107,4,3654,37423,7,13,7665,284,2
3447,0,3205,25052,0,13,7665,153,2
1080,0,4006,29714,7,13,7665,172,1
1695,4,3572,12960,0,3,7665,315,2
4042,4,2920,6005,1,8,2623,381,2
3140,3,42,14971,3,11,3342,235,1
3633,4,74,58948,0,13,7665,458,2
3140,2,18927,37705,7,13,7665,281,0
3808,4,6030,26713,0,4,7665,462,2
825,2,6313,6948,7,8,4919,182,1
2177,3,96,12342,3,8,6963,346,1
1547,0,6786,27094,7,13,7665,88,1
3009,4,2203,14471,0,13,7665,369,2
3140,4,8789,62805,7,3,6023,454,1
1680,3,14,30040,7,13,7665,241,2
2915,4,2775,33904,0,13,7665,272,2
426,2,31022,66426,5,0,4946,413,0
3511,2,52,59415,3,13,7665,439,1
2356,2,694,562,7,11,229,280,2
1141,5,8553,56955,7,13,7665,156,2
4250,3,104,41159,3,12,5725,389,2
3806,3,129,3076,5,1,6108,462,2
4272,4,5031,34884,0,2,7665,433,2
31,5,1898,59816,6,13,7665,462,2
1080,5,49,41688,7,13,7665,164,1
514,4,7445,25271,7,13,7665,382,2
1761,5,17,58551,7,9,6631,281,2
596,2,14,27115,1,11,433,213,2
469,0,24658,62831,7,9,0,329,1
3140,4,5536,35450,3,11,2773,256,2
1094,5,556,28184,7,10,3184,457,2
1080,5,1483,28807,7,13,7665,340,2
1098,0,56626,86852,7,9,0,464,1
2547,0,3535,22266,7,13,7665,166,1
669,5,29323,27133,7,13,7665,362,1
3511,4,238,23808,3,10,2773,216,2
3511,3,112,25434,5,12,3947,277,1
514,4,8703,44768,7,8,4843,426,2
114,3,2778,17325,5,0,3106,343,2
2563,2,5090,14729,7,10,2773,278,2
825,0,23364,40816,7,13,7665,265,1
4475,4,961,56637,7,13,7665,459,0
37,5,5642,21063,0,13,7665,380,2
423,2,32688,8455,7,5,7423,396,1
4272,0,253,13546,7,5,3627,234,2
3721,4,2338,23238,0,9,6581,453,2
721,5,3183,46047,7,13,7665,458,2
821,4,2953,32208,0,13,7665,412,2
1959,2,263,30038,5,0,3035,467,2
3086,0,3936,16627,7,13,7665,248,2
1328,0,5193,27072,7,13,4615,214,1
3343,0,23407,41582,7,13,7665,112,1
550,5,1037,26004,7,13,7665,366,1
1080,2,2004,14024,7,8,1256,426,2
3686,4,1829,37213,4,1,4446,400,2
1072,0,6618,22789,1,2,637,464,2
1959,5,10344,31909,7,13,7665,355,2
2925,3,135,29139,0,13,7665,415,2
596,5,1952,515,7,13,7665,283,1
1688,5,2358,22903,6,2,6665,390,2
3806,3,1547,5972,3,1,4323,373,2
1,0,40575,15980,7,8,322,454,1
2677,5,14,33877,6,13,7665,405,2
4047,0,8836,33451,7,5,5611,137,1
3014,5,14,26785,6,12,4575,291,1
4468,5,6377,27251,0,2,7665,242,1
4250,2,6350,16764,3,10,5404,413,2
1610,5,14,46993,2,13,7665,469,2
1076,5,14,59523,6,13,7665,367,2
2412,5,16534,53003,7,13,7665,115,1
4144,5,14,83575,6,13,7665,458,2
947,0,3550,19792,7,13,7665,384,1
34,4,393,114637,7,13,7665,431,2
1094,4,14,34888,1,4,6393,178,2
844,4,2964,24608,0,13,7665,347,2
1782,2,391,17404,7,13,7665,280,1
3686,2,12408,5283,5,9,2351,165,1
3806,2,12,769,1,1,2047,357,2
4094,4,2653,24933,7,3,0,445,2
2740,4,885,26719,7,2,6848,408,2
4023,3,49,17519,7,11,344,446,1
4415,5,14,30278,6,13,7665,411,1
1688,4,2671,33270,7,0,3035,376,2
3062,2,26923,27439,7,13,7665,10,1
723,5,49374,81086,7,13,7665,375,2
1547,5,1863,14622,7,13,7665,336,1
3097,5,18747,79259,7,13,7665,298,1
426,5,14,36331,6,13,7665,416,2
3465,2,16561,41688,7,13,7665,170,1
4468,5,754,26774,7,13,7665,424,2
1684,0,3388,22339,7,8,1297,442,1
1207,5,808,82415,0,13,7665,420,2
1377,0,1447,1048,7,13,7665,272,1
2356,0,3394,22043,7,13,7665,410,1
3571,0,5885,12055,5,4,3384,455,1
4076,4,1502,666,7,5,6191,311,2
2677,2,28517,101649,7,13,7665,264,1
1080,5,9911,46915,7,13,7665,282,2
2918,5,14,11856,6,13,7665,249,1
4415,2,26063,86170,7,13,7665,198,1
1870,2,49,17563,7,13,7665,263,1
469,2,27379,45176,7,13,7665,426,2
4250,5,5461,5609,0,10,1607,278,2
4334,4,791,34098,5,8,7561,368,2
4276,3,116,45204,3,13,7665,451,1
845,1,33316,24163,7,3,7468,28,1
1915,4,378,26775,7,12,4007,194,2
843,5,116,28767,0,13,7665,220,2
3861,0,8064,26709,7,13,7665,428,1
3116,4,2552,29504,0,13,7665,341,2
622,5,14,42632,6,13,7665,443,1
2745,2,10754,22436,1,7,4368,316,1
1138,5,7238,55070,0,13,7665,460,2
959,0,2120,15511,7,2,5294,153,1
1724,2,6693,59409,7,13,7665,269,2
4415,5,816,1266,7,13,7665,446,1
3116,4,5743,17247,3,2,7665,391,2
1341,0,6543,20143,7,13,7665,410,1
1428,4,63,19995,7,13,7665,270,2
403,0,1302,12755,0,13,7665,432,1
2563,5,290,41474,3,13,7665,362,2
1990,4,2830,23823,0,13,7665,370,2
438,4,1100,957,7,3,2924,313,2
3511,3,171,42909,5,12,989,379,2
4159,2,19537,37059,7,8,5636,339,1
596,0,18926,41050,7,13,7665,441,1
1080,5,1998,22714,7,13,7665,164,1
3140,5,748,46208,6,3,3265,325,2
1973,5,14,34223,3,13,7665,408,2
1234,2,7321,22823,7,5,7613,254,1
3806,4,9444,41662,5,1,4857,465,2
2450,3,66,20381,6,0,3054,436,1
1819,5,35802,5637,7,13,7665,278,1
4094,5,5190,37901,7,13,7665,264,1
2563,4,1272,15004,7,13,7665,400,2
843,4,152,17181,6,5,67,415,2
713,4,7,22449,0,13,7665,458,2
1717,0,5204,25867,7,13,7665,443,1
2925,4,1189,52956,7,12,6074,359,2
4023,2,15329,23566,7,13,7665,384,1
4475,0,4223,33343,7,3,2623,265,2
4144,4,21227,35624,0,13,7665,438,2
2828,0,1101,31256,7,12,6631,329,1
2855,2,6272,36400,7,13,7665,443,2
4047,2,25301,61965,7,13,7665,275,2
1903,2,23240,34187,7,0,3265,309,1
3140,0,211,26183,3,3,980,414,1
4462,3,105,9342,1,12,1988,417,2
1341,4,8666,33673,7,8,4946,454,2
601,3,68,4356,3,13,7665,335,2
1819,5,14,24111,0,13,7665,403,1
425,0,5379,5070,5,5,4615,413,2
2490,5,14,46329,6,13,7665,312,1
4272,5,55,20568,7,13,7665,381,1
99,4,5481,28470,7,13,7665,257,2
473,4,5741,31112,0,6,5440,423,2
3489,4,6986,25944,7,9,4274,300,2
4273,0,3132,17944,7,13,7665,130,1
1728,4,248,45792,7,13,7665,298,2
845,3,6507,25375,1,10,3265,197,1
1495,2,1421,26726,7,13,4558,443,2
900,2,11058,56622,7,13,7665,310,1
3571,5,15,16741,0,13,7665,451,2
2359,3,123,29491,3,4,1087,447,1
3978,5,203,29691,7,13,7665,270,2
4272,4,983,14364,7,13,7665,393,2
1178,5,6891,21541,7,3,7665,361,2
776,3,216,14075,3,13,6108,251,2
3511,4,4498,14504,0,13,0,459,2
4049,5,17858,51334,0,13,7665,414,2
2628,0,3834,25050,5,1,6393,328,1
2412,5,3565,22129,0,13,7665,310,1
754,2,27080,53876,7,13,7665,415,1
515,5,132,42887,6,13,7665,280,2
3447,3,149,27809,3,13,7665,110,1
3489,3,3,35647,3,8,1294,372,2
31,5,3309,34518,7,8,4946,315,2
1990,2,45277,84149,7,0,229,91,1
37,3,1831,26834,2,13,7665,416,2
3844,2,4409,26316,7,13,7665,406,1
4144,4,774,52902,0,13,7665,313,2
2277,4,11638,26839,7,10,4840,183,2
3180,2,6575,44690,7,7,4368,268,1
4033,4,2202,53608,7,13,7665,410,2
2337,5,135,29047,0,13,7665,215,1
4042,5,4610,26568,0,5,2528,398,2
776,5,202,35879,0,13,7665,169,1
4184,3,1650,16581,3,9,6731,433,2
1495,3,92,24602,5,8,2047,337,1
3861,4,231,21376,4,10,3035,471,2
37,3,180,57987,0,13,7665,456,2
900,0,6888,42874,1,7,6642,172,1
2159,3,102,34364,5,0,433,188,1
4415,4,15953,20003,7,0,5966,309,2
4367,3,116,17590,7,4,3106,458,1
3916,2,17915,41897,7,13,7665,273,1
469,2,5495,30658,7,4,1607,448,1
4468,3,132,28085,0,13,7665,351,2
4415,4,136,18850,3,4,4200,423,2
3806,2,11611,12189,5,10,6457,275,2
437,0,4030,15721,7,13,7665,440,0
99,2,7571,26438,7,13,7665,278,1
2580,0,6250,27786,0,13,7665,412,2
3806,3,117,51822,3,1,863,50,1
622,0,4768,14256,0,13,7665,426,2
263,4,497,13921,3,13,7665,258,1
4468,0,7019,22966,7,13,7665,163,1
3861,5,609,75554,7,13,7665,462,2
3513,3,71,28925,1,1,6393,371,1
4159,4,579,16763,0,13,7665,435,2
3812,4,130,43500,7,8,4252,251,2
362,2,11150,31318,7,4,7423,316,2
3465,4,8202,26066,0,13,7665,410,2
1328,5,401,18214,0,13,7665,207,2
603,4,1557,772,7,3,6665,384,2
825,3,61,14216,3,9,6731,414,2
4283,3,140,31786,3,11,4252,167,1
1870,4,29023,82346,7,1,5944,413,2
114,5,4951,44655,1,4,7561,369,2
2902,5,8783,59823,7,13,7665,306,2
776,4,4238,21309,7,11,6426,415,2
1080,4,8854,14303,0,2,7665,458,2
2177,2,3698,48920,7,12,5611,442,1
4144,4,190,24347,5,1,1238,410,2
3497,2,14243,73660,7,13,7665,456,1
4415,4,10341,28839,5,7,6688,467,2
2922,4,2559,33321,7,7,7665,342,2
114,5,158,26280,3,1,4615,274,2
2490,5,5711,43730,0,13,7665,301,1
669,0,39319,27041,7,5,2980,88,1
362,0,6050,15327,5,1,2828,217,1
1724,5,2540,34821,7,13,7665,235,2
1466,4,1696,585,7,13,6508,342,2
3116,5,5197,161,7,13,7665,422,2
2828,4,26,14714,7,8,4804,255,1
2881,0,6024,30817,7,13,7665,410,0
515,3,140,29558,7,13,7665,280,1
2902,4,1337,41845,5,10,4228,412,2
2580,4,4625,16056,7,5,6284,345,1
1436,3,11,18623,3,8,3342,428,1
2922,5,18137,27839,7,7,3537,421,2
959,5,10192,54898,7,13,7665,339,2
1147,0,14086,23453,7,7,6426,443,1
4272,3,1,18881,3,5,6426,452,2
4214,3,20,4810,5,1,7561,370,1
4311,3,16,35169,3,4,6731,459,1
3106,3,13,3576,7,3,6665,340,2
3465,2,378,16586,7,13,237,183,1
900,0,32276,41095,7,9,6935,453,1
706,4,15,5588,5,7,1739,378,2
34,0,3053,27564,0,13,7665,95,1
362,5,831,29432,7,13,7665,340,2
1080,2,6424,7324,7,2,7665,266,2
2440,5,3448,24329,0,13,7665,234,1
4023,4,1193,1301,3,12,2302,375,2
4313,5,14,29443,0,13,7665,346,2
1076,0,8817,14940,7,13,7665,450,1
4053,0,4445,19917,7,7,5294,399,0
3153,3,198,28914,7,8,3788,410,2
3686,4,5857,24991,0,13,7665,452,2
4257,0,5260,35961,5,7,7010,466,0
1328,2,31039,45818,7,3,7549,209,1
426,2,4976,20218,5,8,5405,463,2
1990,5,33292,-190,7,12,433,251,1
4220,4,6087,22152,0,9,126,469,1
3097,0,3564,20128,7,13,7665,102,1
3730,3,12,29850,3,12,1087,470,1
4023,3,69,3889,3,1,6827,376,1
3367,2,1774,61824,5,11,344,308,1
4250,5,733,27270,3,12,6191,278,1
959,3,10002,66369,0,13,7665,311,1
2925,3,130,36620,7,13,7665,404,2
2450,4,2474,21549,7,13,3947,436,2
825,2,7112,30994,7,10,1901,411,2
1589,1,4843,44024,7,13,7665,266,2
158,3,57,36112,3,1,1000,147,1
1236,2,10281,45831,7,13,7665,65,1
1495,2,44,44452,3,13,7665,307,1
194,4,4974,34530,0,7,4843,423,2
2073,0,30852,24725,7,1,5087,231,1
3551,5,54001,42621,7,6,6426,339,1
4468,5,5842,22278,7,13,7665,237,2
1973,0,6131,32292,7,11,79,428,1
2490,4,147,19395,5,1,5817,325,2
1401,0,2288,17308,7,13,7665,154,1
3153,5,2599,16291,7,13,7665,411,2
4468,5,15,20683,6,13,7665,427,2
391,5,20019,57735,0,13,7665,217,1
2359,3,380,61610,3,6,1087,454,1
3060,5,15,32998,7,13,7665,275,2
2845,5,17,56447,3,1,636,312,2
1000,5,2719,33113,7,6,1376,253,2
1591,3,97,42522,3,0,5440,459,2
3060,3,86,25268,3,13,7665,87,1
3978,5,4948,-326,7,13,7665,348,1
471,5,3038,21855,7,13,7665,224,2
3465,0,7747,18950,1,7,6282,446,1
2065,5,2021,22538,7,7,2924,340,1
1832,2,1500,55158,7,13,7665,411,1
3511,4,1472,37208,7,13,7665,393,2
1819,5,5537,49157,0,13,7665,250,2
3367,5,16856,58328,7,13,7665,367,0
825,2,34373,78168,7,13,7665,269,1
2356,3,4945,24044,5,6,6108,463,2
1522,5,31844,46609,0,13,7665,341,2
2048,0,8597,23602,1,8,6642,112,1
1688,0,3002,5841,7,0,7010,408,2
2514,3,119,29324,3,10,5966,433,2
619,5,14,43406,6,13,7665,419,1
4334,4,1203,12474,7,13,7665,300,2
3559,0,1125,17662,7,13,7665,203,1
1904,2,18,34685,7,8,2683,283,2
1990,4,4687,5410,0,8,6827,444,2
3060,5,14,41001,3,13,7665,390,2
1401,5,1247,20860,0,13,7665,203,2
4091,2,8520,52494,0,12,2094,288,2
2563,2,67,62754,7,2,5944,118,1
2580,4,3100,27157,0,13,7665,439,2
4468,0,4527,23486,7,13,7665,120,1
1688,4,9992,28581,7,8,5087,416,2
1603,4,7840,42039,7,2,7665,103,2
550,3,392,25362,3,13,7665,89,1
421,5,1101,26025,7,13,7665,399,2
257,4,1874,79876,7,3,2756,464,2
1680,4,5419,29012,6,6,4575,452,2
425,5,6889,21926,0,13,7665,440,1
4144,4,6609,5471,5,3,5725,312,2
1076,3,13,21349,7,4,7665,455,1
1990,2,15156,24936,7,10,1607,338,1
4029,2,7730,7627,5,8,6963,358,1
3633,5,8288,19750,7,13,7665,465,2
2387,5,2705,26718,7,13,7665,139,1
473,0,6000,31819,1,1,6393,418,2
2350,4,5,11986,3,13,7665,409,2
3505,5,2755,11117,0,13,7665,340,2
2828,2,2012,15435,7,8,1294,280,2
4033,4,880,30377,0,5,5087,411,2
596,0,3890,69314,7,3,6457,200,1
426,4,879,16520,6,13,7665,465,2
4029,2,686,42225,7,13,7665,329,2
1405,2,769,35852,7,13,7665,412,1
3062,2,228,26888,0,13,7665,459,0
345,2,23651,83141,7,11,3510,190,1
362,4,841,27502,7,5,6848,284,2
706,3,10,38115,3,13,1087,274,1
1782,3,5002,28679,5,2,5852,409,2
2492,3,132,42521,3,4,5147,465,1
1082,5,12505,49381,7,13,7665,452,1
1236,2,144,78833,7,13,7665,283,1
2860,4,6440,38593,7,8,5087,417,1
2902,0,5600,10625,7,13,7665,405,0
1377,0,5448,45750,0,7,980,422,2
1907,1,11934,78800,7,13,7665,264,1
4415,2,28280,55614,7,13,7665,462,1
257,4,1786,20035,0,13,7665,410,2
3060,0,4125,22345,7,2,1787,370,1
3559,4,12637,4856,5,7,6827,475,2
2356,5,22976,46898,7,12,3976,260,1
4272,5,28,23298,3,13,7665,383,1
1915,4,645,13755,7,12,6108,431,1
3140,0,3565,24515,0,9,5911,441,2
900,4,1356,17231,7,13,7665,460,2
3099,4,4101,44616,3,0,4803,466,2
3633,2,13511,51810,7,13,7665,85,1
2356,5,7123,18412,7,13,7665,372,2
2563,4,4660,26229,1,10,5725,440,2
2902,3,113,5891,5,6,4803,273,1
1819,5,70,22785,3,13,4227,447,2
1080,5,30638,44038,7,13,7665,396,0
4317,0,17849,16761,5,5,4007,107,1
706,4,39063,22864,7,13,7665,268,2
1377,0,5907,14562,1,4,6418,301,1
3511,4,6163,31868,0,8,433,459,2
1832,5,22964,67947,7,13,7665,339,1
776,2,10450,83163,3,13,7665,433,2
4468,5,141,30211,7,13,7665,294,2
4468,4,863,52943,7,3,6108,392,2
3060,4,15114,58180,7,13,7665,451,2
4415,5,14,42417,6,4,4368,326,2
99,0,27493,35285,7,0,4803,245,1
1616,0,4023,23701,0,7,3026,434,1
2483,5,4680,26467,5,5,2709,311,2
2563,3,71,6727,5,10,6393,99,1
2580,4,12032,107921,7,13,7665,462,2
1207,0,4161,54419,0,11,4313,224,1
2761,5,5868,26197,6,13,7665,427,1
1884,5,17636,40776,7,13,7665,416,0
4023,2,494,465,7,6,863,212,1
825,0,5551,43652,0,11,5792,397,2
845,0,2839,22031,7,13,7665,165,1
2356,5,5,22848,7,13,7665,450,1
4094,4,6,22990,7,2,7665,462,2
1870,3,57,37350,7,13,7665,394,1
1076,4,6308,4950,1,11,1238,290,2
1207,4,3050,6520,5,12,1291,310,2
403,5,2244,23812,7,13,7665,431,1
3465,4,1536,18366,7,13,2351,371,2
2573,3,69,25540,3,1,6901,431,1
2855,2,4564,41510,5,9,3106,264,1
3518,5,1827,27724,7,13,7665,470,2
2450,4,5410,21942,5,6,1953,458,2
723,0,4376,45078,7,13,7665,407,1
622,5,14,14528,6,13,7665,460,2
209,0,4970,28996,5,7,2623,227,1
2177,4,1544,27533,7,13,7665,424,2
4033,4,1496,30606,7,13,7665,367,2
3332,5,14,20701,6,13,7665,440,1
3106,5,14,28900,6,13,7665,372,2
1135,5,8586,23161,5,5,957,383,2
437,2,1376,486,7,4,4368,455,1
1272,2,12261,61319,7,13,7665,267,1
37,4,3156,34345,0,13,7665,394,2
1941,3,61,26860,7,8,4274,225,2
1973,4,5946,25224,0,13,7665,443,2
4468,5,24806,47788,7,13,7665,458,2
959,2,4574,38750,7,13,7665,276,2
1350,3,108,24496,0,2,3774,198,1
3116,5,17072,26674,0,13,7665,363,2
515,5,29611,43217,0,7,6581,400,2
3501,2,95,38675,3,5,6791,468,1
3302,4,999,27666,7,12,3413,359,2
2918,2,4125,74923,7,13,7665,308,1
1916,3,45,33851,3,6,4163,297,1
4283,4,218,4578,1,10,6849,461,2
3039,3,131,8207,1,4,1739,427,2
3402,4,2165,35326,3,1,4524,424,2
4464,5,13421,25260,7,13,7665,414,1
2458,2,26633,42818,7,13,7665,339,1
4076,0,5584,24012,0,13,7665,308,2
4091,4,2098,14055,7,3,3265,377,2
4313,3,145,33973,3,13,7665,463,2
515,5,148,35224,3,13,7665,397,2
1313,2,43115,85267,7,6,332,467,1
3153,4,123,55384,5,10,1731,414,2
1023,5,2165,33778,7,13,7665,374,2
1000,2,14,34247,7,13,5374,442,2
2048,3,21,27184,5,1,6731,308,2
1904,2,7274,77177,1,4,1055,341,2
3367,3,76,18550,3,6,5817,306,2
114,2,5941,46379,7,5,5340,237,2
264,5,9719,141336,0,11,4615,368,2
345,4,19221,65866,7,8,2378,289,2
3489,5,136,31552,3,13,7665,467,1
4042,4,17546,26753,0,2,7665,360,2
3054,3,36,27226,0,12,7097,132,1
376,5,14,43989,6,13,7665,406,2
825,3,127,25632,3,13,7665,389,2
3511,5,9084,43927,7,4,1247,382,1
4214,2,48308,61142,7,3,7193,438,1
1990,4,2583,30543,5,10,96,221,2
4276,0,4118,15844,1,12,3384,99,1
2337,4,46,17458,4,1,6108,457,2
2828,5,15184,58219,7,13,7665,248,2
2563,3,268,21903,7,13,7665,406,1
3116,2,9089,42316,7,13,7665,352,2
1076,2,11764,49079,7,13,7665,264,1
2628,4,186,4728,7,11,6038,283,2
1646,4,2156,32778,1,1,5087,217,2
257,5,10230,4568,7,13,7665,364,2
4023,5,19174,44349,7,13,7665,422,1
4029,0,11845,15309,7,13,7665,33,1
4220,0,5718,16886,7,13,7665,401,0
1428,0,3693,27019,0,13,7665,459,2
721,1,2102,34275,7,13,7665,432,1
622,5,4042,79637,7,13,7665,111,1
3559,5,23436,109829,7,13,7665,185,1
2450,4,3613,22264,1,0,3106,159,1
1076,5,3315,17329,7,13,7665,466,1
1990,4,1801,19081,7,13,7665,466,2
194,4,14,23350,6,9,1490,399,2
3116,3,1701,40094,1,12,433,419,1
900,4,3151,44097,7,13,7665,214,2
2918,5,70,32021,0,13,7665,261,1
2918,2,4354,23595,7,1,4610,410,2
3633,5,10210,33113,7,13,7665,338,1
3489,3,15,16123,3,2,322,461,2
3099,5,18548,51091,7,13,7665,396,2
2845,1,18435,59705,5,2,7665,296,1
2761,3,120,79488,3,6,0,272,1
550,4,3263,21567,0,13,7665,465,1
3686,5,11214,64030,0,13,7665,365,1
375,0,5010,16992,5,11,4804,92,1
4184,0,4695,23144,7,1,1607,248,1
1292,4,6919,22464,5,10,4843,410,2
900,4,4,20689,7,13,7665,341,2
1272,4,1855,22362,0,4,6339,340,2
1724,2,3203,6746,5,0,7282,365,2
2580,2,643,74739,7,13,7665,461,2
705,0,232,24193,7,13,7665,325,1
1870,4,2749,17002,7,13,7665,443,2
3511,5,15,24783,3,4,6866,380,2
2918,5,2842,30632,7,13,7665,340,1
426,5,673,22552,7,13,7665,366,2
3097,5,73,25618,0,8,6827,374,2
2902,0,4006,6684,7,12,332,307,1
4462,4,6297,30994,7,8,4674,374,2
2761,0,9061,42825,5,1,344,285,1
4283,3,73,17484,3,13,7665,431,2
3730,0,29205,40125,7,9,6935,193,1
4029,5,7166,41070,7,13,7665,239,1
4276,4,5209,28100,0,4,4368,395,2
4033,0,7467,16470,1,4,4368,444,1
4047,2,58,6487,3,12,5725,56,1
3367,5,11959,31520,7,13,7665,251,2
2761,0,3470,17156,7,13,7665,451,1
3465,5,783,656,6,13,7665,384,2
4190,5,468,23166,7,13,7665,310,2
900,5,1888,35808,7,13,7665,442,2
1350,5,3034,24688,7,8,7665,248,2
2855,4,80,81595,3,4,2607,452,1
3501,5,376,913,7,13,7665,444,1
2918,2,8428,44846,7,13,7665,156,1
3806,2,15683,24167,7,1,3413,279,2
2569,5,8542,22641,7,13,7665,415,2
2902,5,822,45956,7,13,7665,408,1
2761,4,1055,58181,6,13,7665,421,2
3806,3,183,25195,5,1,5087,370,2
3993,2,11,31924,3,13,7665,275,1
1080,5,84,37714,7,4,2623,416,2
3140,2,15464,21631,7,13,7665,282,1
2048,0,3649,21480,1,4,176,245,0
1724,0,3100,3690,0,8,6631,193,2
177,4,533,26033,7,13,7665,435,2
99,5,122,24454,7,13,7665,413,2
106,3,122,555,5,1,1283,372,1
1341,5,1909,73893,0,13,7665,430,2
380,4,298,27410,0,13,7665,248,2
4367,2,28608,58754,7,11,2302,376,1
4023,2,1043,41657,7,13,7665,350,2
2761,4,1904,35766,5,0,7219,430,2
4091,5,22561,37916,7,13,7665,245,2
4047,0,5289,-284,7,13,7665,344,1
215,0,28169,81642,7,13,7665,56,1
900,4,1303,14634,0,13,7665,417,2
2563,3,108,18755,3,5,3054,394,1
4220,5,15651,28160,7,13,7665,456,2
3153,4,34,20371,3,13,7665,468,2
3062,5,2600,30014,0,3,1607,370,2
1000,5,3667,37581,0,13,7665,244,2
4047,3,100,30290,3,0,6615,238,1
2292,3,77,51348,3,1,863,418,1
114,5,5721,83313,5,10,5058,258,2
