account_id,type,operation,amount,balance,k_symbol,bank,account,time_diff
2679,2,5,14,48945,6,13,7665,333
2677,2,5,14,26443,6,13,7665,333
4468,2,5,30,84045,6,13,7665,333
4475,2,5,14,32981,6,13,7665,333
4469,2,5,30,72248,6,13,7665,333
4470,2,5,14,48805,6,13,7665,333
4479,2,5,14,47847,6,13,7665,333
4470,1,3,243,48819,3,13,7665,333
119,1,3,106,25052,3,13,7665,333
4408,1,3,228,37791,3,13,7665,333
1903,1,3,195,44223,3,13,7665,333
1942,1,3,180,33683,3,13,7665,333
4412,1,3,235,41990,3,13,7665,333
4374,1,3,372,57529,3,13,7665,333
283,1,3,147,28415,3,13,7665,333
126,1,3,109,25904,3,13,7665,333
4441,1,3,255,59060,3,13,7665,333
356,1,3,121,24849,3,13,7665,333
4373,1,3,215,52878,3,13,7665,333
4491,1,3,171,38409,3,13,7665,333
4489,1,3,153,33334,3,13,7665,333
8,1,3,109,26998,3,13,7665,333
1959,1,3,134,25742,3,13,7665,333
4366,1,3,27,11059,3,13,7665,333
623,1,3,139,32386,3,13,7665,333
612,1,3,83,19310,3,13,7665,333
651,1,3,144,35266,3,13,7665,333
669,1,3,196,40989,3,13,7665,333
596,1,3,68,16959,3,13,7665,333
603,1,3,107,25993,3,13,7665,333
628,1,3,112,27551,3,13,7665,333
681,1,3,173,38196,3,13,7665,333
667,1,3,45,19132,3,13,7665,333
644,1,3,26,15658,3,13,7665,333
600,1,3,215,55969,3,13,7665,333
626,1,3,212,38183,3,13,7665,333
662,1,3,172,35225,3,13,7665,333
3457,1,3,17,6771,3,13,7665,333
3470,1,3,171,42818,3,13,7665,333
3489,1,3,71,13537,3,13,7665,333
3465,1,3,160,40211,3,13,7665,333
3430,1,3,251,63616,3,13,7665,333
3460,1,3,87,21573,3,13,7665,333
3505,1,3,107,24227,3,13,7665,333
3498,1,3,169,43642,3,13,7665,333
3501,1,3,35,12879,3,13,7665,333
3497,1,3,122,30268,3,13,7665,333
3438,1,3,98,29881,3,13,7665,333
3507,1,3,131,31794,3,13,7665,333
3513,1,3,228,56322,3,13,7665,333
3467,1,3,118,26621,3,13,7665,333
3511,1,3,155,31562,3,13,7665,333
3485,1,3,80,18610,3,13,7665,333
3415,1,3,148,35154,3,13,7665,333
3422,1,3,65,20434,3,13,7665,333
3447,1,3,146,36088,3,13,7665,333
3433,1,3,117,29652,3,13,7665,333
3490,1,3,164,32765,3,13,7665,333
3343,2,5,14,31117,6,13,7665,333
3726,2,5,14,41430,6,13,7665,333
3723,2,5,8600,36951,7,13,7665,333
3718,2,5,14,40077,6,13,7665,333
4362,2,5,14,61217,6,13,7665,333
4349,2,5,30,41441,6,13,7665,333
412,2,5,14,31539,6,13,7665,333
403,2,5,14,15208,6,13,7665,333
405,2,5,14,24151,6,13,7665,333
408,2,5,14,26549,6,13,7665,333
472,2,5,14,20029,6,13,7665,333
471,2,5,14,43027,6,13,7665,333
466,2,5,14,36705,6,13,7665,333
473,2,5,14,59254,6,13,7665,333
479,2,5,14,18589,6,13,7665,333
485,2,5,30,58900,6,13,7665,333
713,2,5,14,17812,6,13,7665,333
710,2,5,14,24834,6,13,7665,333
706,2,5,14,29565,6,13,7665,333
376,2,5,14,58363,6,13,7665,333
366,2,5,14,19523,6,13,7665,333
375,2,5,14,33356,6,13,7665,333
395,2,5,14,27834,6,13,7665,333
381,2,5,14,33278,6,13,7665,333
391,2,5,14,45188,6,13,7665,333
3086,2,5,14,29383,6,13,7665,333
1870,2,5,100,72365,6,13,7665,333
1871,2,5,14,61559,6,13,7665,333
2073,2,5,14,24400,6,13,7665,333
2072,2,5,14,37410,6,13,7665,333
2071,2,5,14,36753,6,13,7665,333
2408,2,5,14,24159,6,13,7665,333
2402,2,5,14,59476,6,13,7665,333
2403,2,5,14,22238,6,13,7665,333
2408,2,5,3900,24174,7,13,7665,333
4374,2,5,14,57522,6,13,7665,333
4367,2,5,14,25467,6,13,7665,333
4366,2,5,14,11046,6,13,7665,333
1664,2,5,14,40676,6,13,7665,333
1658,2,5,14,21294,6,13,7665,333
1762,2,5,14,25425,6,13,7665,333
1755,2,5,14,22587,6,13,7665,333
1750,2,5,14,43838,6,13,7665,333
1761,2,5,14,25014,6,13,7665,333
1756,2,5,14,17832,6,13,7665,333
3887,2,5,14,84450,6,13,7665,333
3885,2,5,30,40341,6,13,7665,333
3882,2,5,14,45867,6,13,7665,333
4054,2,5,14,34837,6,13,7665,333
4063,2,5,14,56915,6,13,7665,333
4057,2,5,14,48866,6,13,7665,333
2887,1,3,207,45015,3,13,7665,333
2922,1,3,256,59170,3,13,7665,333
2839,1,3,112,27391,3,13,7665,333
2861,1,3,120,25333,3,13,7665,333
2841,1,3,119,34565,3,13,7665,333
2879,1,3,165,40353,3,13,7665,333
2914,1,3,71,17251,3,13,7665,333
2915,1,3,136,32079,3,13,7665,333
2919,1,3,178,41704,3,13,7665,333
2885,1,3,110,26366,3,13,7665,333
2918,1,3,95,23158,3,13,7665,333
2899,1,3,81,19531,3,13,7665,333
2902,1,3,226,53537,3,13,7665,333
2905,1,3,117,31835,3,13,7665,333
2946,1,3,106,25823,3,13,7665,333
2845,1,3,178,34177,3,13,7665,333
2860,1,3,202,38616,3,13,7665,333
2943,1,3,202,41987,3,13,7665,333
2864,1,3,15,10253,3,13,7665,333
2934,1,3,69,21947,3,13,7665,333
2925,1,3,89,21855,3,13,7665,333
2894,1,3,104,30661,3,13,7665,333
1162,2,5,14,25768,6,13,7665,333
1147,2,5,14,47639,6,13,7665,333
1400,2,5,14,26405,6,13,7665,333
1405,2,5,14,16560,6,13,7665,333
1399,2,5,30,25210,6,13,7665,333
1401,2,5,14,19678,6,13,7665,333
2429,2,5,14,50186,6,13,7665,333
2426,2,5,14,38292,6,13,7665,333
2428,2,5,14,45993,6,13,7665,333
2417,2,5,14,33268,6,13,7665,333
1017,2,5,14,30405,6,13,7665,333
1023,2,5,30,16724,6,13,7665,333
1029,2,5,14,28511,6,13,7665,333
3767,2,5,13100,33848,7,13,7665,333
3762,2,5,14,23729,6,13,7665,333
3767,2,5,14,33833,6,13,7665,333
3771,2,5,14,40663,6,13,7665,333
3756,2,5,14,25464,6,13,7665,333
2698,2,5,30,73823,6,13,7665,333
2684,2,5,14,17014,6,13,7665,333
3642,2,5,14,37769,6,13,7665,333
3651,2,5,14,17928,6,13,7665,333
3060,1,3,155,39479,3,13,7665,333
2997,1,3,132,31987,3,13,7665,333
2982,1,3,162,40456,3,13,7665,333
3051,1,3,211,54911,3,13,7665,333
2979,1,3,224,49633,3,13,7665,333
2992,1,3,10,12498,3,13,7665,333
2955,1,3,73,18259,3,13,7665,333
3016,1,3,84,20460,3,13,7665,333
3054,1,3,65,15883,3,13,7665,333
2960,1,3,155,29955,3,13,7665,333
2973,1,3,181,25867,3,13,7665,333
2964,1,3,86,21239,3,13,7665,333
3053,1,3,101,27809,3,13,7665,333
3011,1,3,102,24385,3,13,7665,333
3002,1,3,27,19293,3,13,7665,333
3038,1,3,104,27102,3,13,7665,333
2448,2,5,14,31264,6,13,7665,333
2450,2,5,14,20685,6,13,7665,333
2563,2,5,14,38350,6,13,7665,333
2566,2,5,14,26378,6,13,7665,333
2556,2,5,14,25134,6,13,7665,333
3762,1,3,99,23744,3,13,7665,333
3782,1,3,131,26145,3,13,7665,333
3756,1,3,103,25478,3,13,7665,333
3808,1,3,26,17856,3,13,7665,333
3741,1,3,148,36953,3,13,7665,333
3771,1,3,161,40678,3,13,7665,333
3885,1,3,157,40371,3,13,7665,333
3844,1,3,277,43674,3,13,7665,333
3853,1,3,191,30817,3,13,7665,333
3774,1,3,59,20527,3,13,7665,333
3801,1,3,146,37792,3,13,7665,333
3917,1,3,103,27136,3,13,7665,333
3908,1,3,197,27689,3,13,7665,333
3757,1,3,126,31321,3,13,7665,333
3900,1,3,288,67203,3,13,7665,333
3870,1,3,65,26218,3,13,7665,333
3687,2,5,14,25900,6,13,7665,333
3686,2,5,14,25862,6,13,7665,333
3902,2,5,14,26879,6,13,7665,333
3899,2,5,15600,40537,7,13,7665,333
3900,2,5,14,67189,6,13,7665,333
3897,2,5,14,29079,6,13,7665,333
3899,2,5,14,40523,6,13,7665,333
4249,2,5,14,43443,6,13,7665,333
4250,2,5,30,37482,6,13,7665,333
1587,1,3,118,29273,3,13,7665,333
1536,1,3,125,29903,3,13,7665,333
1599,1,3,154,49985,3,13,7665,333
1547,1,3,82,19752,3,13,7665,333
1522,1,3,102,22321,3,13,7665,333
1504,1,3,58,14297,3,13,7665,333
1549,1,3,18,22166,3,13,7665,333
1575,1,3,62,14962,3,13,7665,333
1529,1,3,184,41838,3,13,7665,333
1591,1,3,103,24711,3,13,7665,333
1520,1,3,80,19735,3,13,7665,333
1603,1,3,119,26533,3,13,7665,333
1556,1,3,106,27029,3,13,7665,333
1569,1,3,110,26083,3,13,7665,333
1561,1,3,178,44044,3,13,7665,333
1593,1,3,206,45268,3,13,7665,333
959,2,5,30,39180,6,13,7665,333
960,2,5,14,27022,6,13,7665,333
1068,2,5,14,34202,6,13,7665,333
1075,2,5,14,18115,6,13,7665,333
1076,2,5,14,38514,6,13,7665,333
2209,2,5,14,42397,6,13,7665,333
2218,2,5,14,35436,6,13,7665,333
2224,2,5,14,18056,6,13,7665,333
2212,2,5,14,17158,6,13,7665,333
843,2,5,14,42251,6,13,7665,333
845,2,5,14,22096,6,13,7665,333
840,2,5,14,32749,6,13,7665,333
850,2,5,14,24808,6,13,7665,333
844,2,5,14,32022,6,13,7665,333
848,2,5,14,31444,6,13,7665,333
860,2,5,14,31429,6,13,7665,333
857,2,5,14,42409,6,13,7665,333
865,2,5,14,25586,6,13,7665,333
855,2,5,14,20384,6,13,7665,333
3587,2,5,14,68624,6,13,7665,333
3584,2,5,14,28693,6,13,7665,333
3580,2,5,14,59336,6,13,7665,333
3571,2,5,14,47314,6,13,7665,333
2483,1,2,10703,76278,7,13,7665,333
2483,1,2,12330,65575,7,13,7665,333
2483,2,5,14,76263,6,13,7665,333
2718,2,5,14,39891,6,13,7665,333
3472,2,5,14,25122,6,13,7665,333
3467,2,5,14,26606,6,13,7665,333
1616,1,3,165,22277,3,13,7665,333
1664,1,3,187,40691,3,13,7665,333
1718,1,3,145,32901,3,13,7665,333
1684,1,3,94,21998,3,13,7665,333
1614,1,3,93,21878,3,13,7665,333
1714,1,3,186,62902,3,13,7665,333
1641,1,3,136,32870,3,13,7665,333
1645,1,3,119,27393,3,13,7665,333
1688,1,3,118,24562,3,13,7665,333
1658,1,3,85,21309,3,13,7665,333
1719,1,3,107,26362,3,13,7665,333
1610,1,3,105,24338,3,13,7665,333
1680,1,3,36,22121,3,13,7665,333
1686,1,3,100,24927,3,13,7665,333
1695,1,3,119,28663,3,13,7665,333
1674,1,3,104,29271,3,13,7665,333
1692,1,3,168,43330,3,13,7665,333
1697,1,3,131,32778,3,13,7665,333
1646,1,3,67,14947,3,13,7665,333
1693,1,3,243,45365,3,13,7665,333
1699,1,3,182,37245,3,13,7665,333
1634,1,3,19,13111,3,13,7665,333
1620,1,3,108,30229,3,13,7665,333
2239,2,5,14,22016,6,13,7665,333
2239,2,5,1400,22031,7,13,7665,333
2370,2,5,14,27451,6,13,7665,333
2366,2,5,14,29091,6,13,7665,333
2365,2,5,14,15032,6,13,7665,333
2361,2,5,14,35908,6,13,7665,333
2363,2,5,14,78679,6,13,7665,333
2416,1,3,119,29975,3,13,7665,333
2487,1,3,22,10307,3,13,7665,333
2398,1,3,118,28126,3,13,7665,333
2466,1,3,109,37918,3,13,7665,333
2428,1,3,203,46007,3,13,7665,333
2389,1,3,101,25920,3,13,7665,333
2483,1,3,211,53245,3,13,7665,333
2417,1,3,131,33282,3,13,7665,333
2426,1,3,190,38306,3,13,7665,333
2402,1,3,186,59491,3,13,7665,333
2456,1,3,71,22455,3,13,7665,333
2423,1,3,0,6545,3,13,7665,333
2450,1,3,128,20700,3,13,7665,333
2455,1,3,205,52937,3,13,7665,333
2448,1,3,143,31279,3,13,7665,333
2490,1,3,155,39874,3,13,7665,333
2458,1,3,20,21226,3,13,7665,333
2429,1,3,201,50200,3,13,7665,333
2403,1,3,89,22252,3,13,7665,333
2394,1,3,110,27670,3,13,7665,333
2408,1,3,118,28074,3,13,7665,333
2387,1,3,148,40909,3,13,7665,333
2492,1,3,114,28389,3,13,7665,333
3195,1,3,105,27584,3,13,7665,333
3240,1,3,119,36002,3,13,7665,333
3253,1,3,254,65507,3,13,7665,333
3187,1,3,14,5322,3,13,7665,333
3201,1,3,225,42616,3,13,7665,333
3292,1,3,126,32155,3,13,7665,333
3283,1,3,28,19703,3,13,7665,333
3205,1,3,133,80046,3,13,7665,333
3189,1,3,35,11187,3,13,7665,333
3296,1,3,113,27616,3,13,7665,333
3224,1,3,177,37701,3,13,7665,333
3245,1,3,125,31394,3,13,7665,333
3264,1,3,61,20422,3,13,7665,333
2044,2,5,14,51361,6,13,7665,333
2044,2,5,2600,48761,7,13,7665,333
2291,2,5,14,32707,6,13,7665,333
2292,2,5,14,44251,6,13,7665,333
2303,2,5,14,26009,6,13,7665,333
2624,2,5,14,26896,6,13,7665,333
2628,1,2,35497,95479,7,13,7665,333
3208,1,3,338,39785,3,13,7665,333
3009,1,3,305,89733,3,13,7665,333
4047,1,3,138,48866,3,13,7665,333
4051,1,3,121,33541,3,13,7665,333
4014,1,3,130,21050,3,13,7665,333
4035,1,3,204,49427,3,13,7665,333
3965,1,3,152,14439,3,13,7665,333
3978,1,3,409,101615,3,13,7665,333
3812,1,3,110,24917,3,13,7665,333
4041,1,3,271,47414,3,13,7665,333
3958,1,3,61,20935,3,13,7665,333
3493,1,3,83,22248,3,13,7665,333
4002,1,3,317,79201,3,13,7665,333
3239,1,3,242,42933,3,13,7665,333
4039,1,3,292,68876,3,13,7665,333
3547,1,3,120,28579,3,13,7665,333
3595,1,3,184,21376,3,13,7665,333
3767,1,3,152,46948,3,13,7665,333
3813,1,3,198,49348,3,13,7665,333
4043,1,3,92,28324,3,13,7665,333
4040,1,3,123,31351,3,13,7665,333
1832,2,5,14,24405,6,13,7665,333
1836,2,5,14,29812,6,13,7665,333
1926,2,5,14,23402,6,13,7665,333
1940,2,5,14,40108,6,13,7665,333
1927,2,5,14,36049,6,13,7665,333
4259,1,3,242,51673,3,13,7665,333
4325,1,3,116,29564,3,13,7665,333
4316,1,3,127,35744,3,13,7665,333
4281,1,3,163,65694,3,13,7665,333
4283,1,3,38,17296,3,13,7665,333
4256,1,3,412,100463,3,13,7665,333
4282,1,3,255,71612,3,13,7665,333
4250,1,3,161,37512,3,13,7665,333
4242,1,3,174,33535,3,13,7665,333
4243,1,3,223,58185,3,13,7665,333
4266,1,3,209,41406,3,13,7665,333
4291,1,3,100,87335,3,13,7665,333
4260,1,3,96,30593,3,13,7665,333
4304,1,3,434,57848,3,13,7665,333
4301,1,3,179,47303,3,13,7665,333
4241,1,3,184,33755,3,13,7665,333
4276,1,3,148,44596,3,13,7665,333
4264,1,3,132,32011,3,13,7665,333
4302,1,3,82,53348,3,13,7665,333
4272,1,3,72,22743,3,13,7665,333
4249,1,3,174,43458,3,13,7665,333
4329,1,3,6,7547,3,13,7665,333
4273,1,3,55,31037,3,13,7665,333
4313,1,3,416,44204,3,13,7665,333
4311,1,3,93,35767,3,13,7665,333
574,1,3,15,13736,3,13,7665,333
492,1,3,111,33753,3,13,7665,333
462,1,3,161,32843,3,13,7665,333
479,1,3,82,18604,3,13,7665,333
529,1,3,177,41643,3,13,7665,333
537,1,3,122,31678,3,13,7665,333
515,1,3,147,37737,3,13,7665,333
533,1,3,128,32488,3,13,7665,333
485,1,3,355,58930,3,13,7665,333
495,1,3,12,4510,3,13,7665,333
471,1,3,257,43042,3,13,7665,333
466,1,3,169,36719,3,13,7665,333
516,1,3,18,5043,3,13,7665,333
472,1,3,112,20044,3,13,7665,333
473,1,3,248,59268,3,13,7665,333
550,1,3,89,22528,3,13,7665,333
561,1,3,128,30829,3,13,7665,333
1981,1,3,206,49779,3,13,7665,333
1990,1,3,234,66647,3,13,7665,333
2044,1,3,216,51375,3,13,7665,333
1985,1,3,39,22028,3,13,7665,333
1940,1,3,160,40123,3,13,7665,333
2039,1,3,18,11996,3,13,7665,333
2036,1,3,147,38059,3,13,7665,333
1955,1,3,30,18215,3,13,7665,333
1991,1,3,109,29316,3,13,7665,333
1953,1,3,29,21140,3,13,7665,333
2024,1,3,180,42304,3,13,7665,333
1975,1,3,55,26580,3,13,7665,333
1973,1,3,127,30859,3,13,7665,333
1971,1,3,114,23803,3,13,7665,333
2022,1,3,258,57744,3,13,7665,333
2011,1,3,71,17015,3,13,7665,333
1964,1,3,133,31869,3,13,7665,333
2048,1,3,17,11089,3,13,7665,333
1941,1,3,111,28003,3,13,7665,333
3945,2,5,14,51723,6,13,7665,333
3945,2,5,29200,51737,7,13,7665,333
3960,2,5,14,39860,6,13,7665,333
4046,2,5,14,18191,6,13,7665,333
4049,2,5,14,10382,6,13,7665,333
4051,2,5,3000,30541,7,13,7665,333
4042,2,5,30,30810,6,13,7665,333
4051,2,5,14,30526,6,13,7665,333
4047,2,5,14,48852,6,13,7665,333
4243,2,5,100,58085,6,13,7665,333
4242,2,5,30,33505,6,13,7665,333
3837,1,3,26,13826,3,13,7665,333
3472,1,3,100,25137,3,13,7665,333
3785,1,3,230,55793,3,13,7665,333
3597,1,3,171,39038,3,13,7665,333
3816,1,3,185,44666,3,13,7665,333
3408,1,3,162,39214,3,13,7665,333
3821,1,3,185,45587,3,13,7665,333
3305,1,3,117,34609,3,13,7665,333
3476,1,3,3,1703,3,13,7665,333
3830,1,3,137,28774,3,13,7665,333
3687,1,3,105,25914,3,13,7665,333
3802,1,3,100,25618,3,13,7665,333
3024,1,3,112,26994,3,13,7665,333
3136,1,3,147,36669,3,13,7665,333
3332,1,3,138,25450,3,13,7665,333
3502,1,3,40,16398,3,13,7665,333
3376,1,3,105,24839,3,13,7665,333
2785,2,5,14,31826,6,13,7665,333
2784,2,5,14,31199,6,13,7665,333
2943,2,5,14,41973,6,13,7665,333
2946,2,5,14,25808,6,13,7665,333
3224,2,5,14,37686,6,13,7665,333
3208,2,5,14,39770,6,13,7665,333
3844,2,5,14,43660,6,13,7665,333
3851,2,5,14,20945,6,13,7665,333
2644,2,5,14,42871,6,13,7665,333
1377,2,5,14,29077,6,13,7665,333
1368,2,5,14,36419,6,13,7665,333
1569,2,5,14,26068,6,13,7665,333
1561,2,5,14,44030,6,13,7665,333
1575,2,5,14,14947,6,13,7665,333
1816,2,5,14,18876,6,13,7665,333
1805,2,5,14,33777,6,13,7665,333
2628,2,5,14,95742,6,13,7665,333
2629,2,5,14,18581,6,13,7665,333
1234,2,5,14,25820,6,13,7665,333
1256,2,5,14,19586,6,13,7665,333
3335,2,5,14,37913,6,13,7665,333
3336,2,5,14,18293,6,13,7665,333
3526,2,5,30,32174,6,13,7665,333
3518,2,5,14,27268,6,13,7665,333
1717,1,3,292,30399,3,13,7665,333
2071,1,3,273,36768,3,13,7665,333
1399,1,3,170,25240,3,13,7665,333
1450,1,3,77,84701,3,13,7665,333
2001,1,3,428,62540,3,13,7665,333
1056,1,3,106,32296,3,13,7665,333
469,1,3,70,23192,3,13,7665,333
734,1,3,149,36199,3,13,7665,333
1700,1,3,190,25284,3,13,7665,333
1211,1,3,277,45977,3,13,7665,333
1428,1,3,135,28469,3,13,7665,333
1460,1,3,17,9379,3,13,7665,333
1344,1,3,297,98428,3,13,7665,333
2459,1,3,224,54235,3,13,7665,333
751,1,3,247,59678,3,13,7665,333
1460,2,5,23,9256,2,13,7665,333
4006,1,3,269,96094,3,13,7665,333
536,2,5,14,31333,6,13,7665,333
533,2,5,2900,29588,7,13,7665,333
550,2,5,14,22513,6,13,7665,333
533,2,5,14,29574,6,13,7665,333
681,2,5,14,38181,6,13,7665,333
669,2,5,14,40974,6,13,7665,333
700,2,5,14,44925,6,13,7665,333
1222,1,2,26803,27303,7,13,7665,333
1221,2,5,14,48343,6,13,7665,333
1215,2,5,14,28933,6,13,7665,333
1216,2,5,14,26255,6,13,7665,333
525,2,5,14,24432,6,13,7665,333
529,2,5,14,41628,6,13,7665,333
3239,2,5,14,42918,6,13,7665,333
4282,2,5,14,71597,6,13,7665,333
4398,2,5,14,38112,6,13,7665,333
4400,2,5,14,47003,6,13,7665,333
2854,1,3,120,28575,3,13,7665,333
2031,1,3,155,46267,3,13,7665,333
2292,1,3,179,44266,3,13,7665,333
2315,1,3,119,28794,3,13,7665,333
2337,1,3,310,75114,3,13,7665,333
2679,1,3,206,48960,3,13,7665,333
2537,1,3,88,42958,3,13,7665,333
2774,1,3,303,45913,3,13,7665,333
2582,1,3,152,39097,3,13,7665,333
2520,1,3,149,28844,3,13,7665,333
2855,1,3,187,37445,3,13,7665,333
2073,1,3,103,24414,3,13,7665,333
2081,1,3,73,26350,3,13,7665,333
2144,1,3,94,23455,3,13,7665,333
2157,1,3,25,10850,3,13,7665,333
2065,1,3,177,43317,3,13,7665,333
2072,1,3,159,37425,3,13,7665,333
2136,1,3,264,54157,3,13,7665,333
2105,1,3,122,29830,3,13,7665,333
2139,1,3,65,22488,3,13,7665,333
2083,1,3,185,40793,3,13,7665,333
2111,1,3,185,13012,3,13,7665,333
2112,1,3,102,24132,3,13,7665,333
2092,1,3,112,27263,3,13,7665,333
2114,1,3,276,71010,3,13,7665,333
2094,1,3,14,6610,3,13,7665,333
2132,1,3,130,31837,3,13,7665,333
2133,1,3,272,52368,3,13,7665,333
2108,1,3,103,32749,3,13,7665,333
3201,2,5,14,42602,6,13,7665,333
3547,2,5,14,28564,6,13,7665,333
4184,2,5,14,33121,6,13,7665,333
4180,2,5,14,13720,6,13,7665,333
4188,2,5,14,46295,6,13,7665,333
230,2,5,14,25293,6,13,7665,333
225,2,5,30,42572,6,13,7665,333
181,2,5,14,27848,6,13,7665,333
177,2,5,14,34464,6,13,7665,333
176,2,5,14,24831,6,13,7665,333
186,2,5,14,35597,6,13,7665,333
356,0,5,10831,14018,7,13,7665,333
356,2,5,14,14003,6,13,7665,333
351,2,5,14,38072,6,13,7665,333
362,2,5,14,41107,6,13,7665,333
199,2,5,30,27306,6,13,7665,333
207,2,5,14,22319,6,13,7665,333
209,2,5,14,53134,6,13,7665,333
2964,2,5,14,21224,6,13,7665,333
2955,2,5,14,18244,6,13,7665,333
1697,2,5,14,32763,6,13,7665,333
1699,2,5,14,37230,6,13,7665,333
1695,2,5,14,28648,6,13,7665,333
1693,2,5,14,45350,6,13,7665,333
1877,2,5,14,27845,6,13,7665,333
1883,2,5,30,40788,6,13,7665,333
1884,2,5,14,19824,6,13,7665,333
2203,2,5,14,103938,6,13,7665,333
2196,2,5,30,20948,6,13,7665,333
4190,2,5,14,24467,6,13,7665,333
1504,2,5,14,14282,6,13,7665,333
1520,2,5,14,19720,6,13,7665,333
1522,2,5,14,22307,6,13,7665,333
1603,2,5,14,26519,6,13,7665,333
2277,2,5,14,21872,6,13,7665,333
2269,2,5,14,15464,6,13,7665,333
2274,2,5,14,34078,6,13,7665,333
2492,2,5,14,28375,6,13,7665,333
2505,2,5,14,36024,6,13,7665,333
2830,2,5,14,33896,6,13,7665,333
2839,2,5,14,27377,6,13,7665,333
290,1,3,115,28491,3,13,7665,333
317,1,3,196,42895,3,13,7665,333
337,1,3,11,20077,3,13,7665,333
300,1,3,128,32074,3,13,7665,333
264,1,3,96,25904,3,13,7665,333
263,1,3,63,15565,3,13,7665,333
344,1,3,231,44673,3,13,7665,333
284,1,3,116,25967,3,13,7665,333
329,1,3,132,30841,3,13,7665,333
258,1,3,145,37496,3,13,7665,333
310,1,3,173,35857,3,13,7665,333
323,1,3,16,6790,3,13,7665,333
257,1,3,133,32505,3,13,7665,333
351,1,3,156,38087,3,13,7665,333
345,1,3,103,25860,3,13,7665,333
305,1,3,152,36108,3,13,7665,333
2001,2,5,30,62510,6,13,7665,333
2011,2,5,14,17001,6,13,7665,333
2144,2,5,14,23440,6,13,7665,333
2136,2,5,14,54142,6,13,7665,333
1082,1,3,125,30496,3,13,7665,333
1065,1,3,76,18522,3,13,7665,333
1057,1,3,30,20049,3,13,7665,333
1107,1,3,118,27190,3,13,7665,333
1076,1,3,211,38529,3,13,7665,333
1075,1,3,83,18129,3,13,7665,333
1091,1,3,61,14448,3,13,7665,333
1064,1,3,134,96144,3,13,7665,333
1131,1,3,74,18794,3,13,7665,333
1072,1,3,43,16673,3,13,7665,333
1066,1,3,139,33507,3,13,7665,333
1093,1,3,126,33840,3,13,7665,333
1098,1,3,70,17338,3,13,7665,333
1121,1,3,71,17637,3,13,7665,333
1081,1,3,16,5414,3,13,7665,333
1141,1,3,245,58653,3,13,7665,333
1084,1,3,326,79790,3,13,7665,333
1068,1,3,147,34216,3,13,7665,333
1110,1,3,124,33104,3,13,7665,333
1080,1,3,232,82463,3,13,7665,333
1092,1,3,17,15580,3,13,7665,333
1138,1,3,91,23780,3,13,7665,333
1142,1,3,152,39432,3,13,7665,333
1843,1,3,93,23340,3,13,7665,333
1883,1,3,264,40818,3,13,7665,333
1889,1,3,38,13904,3,13,7665,333
1907,1,3,110,26575,3,13,7665,333
1877,1,3,118,27859,3,13,7665,333
1884,1,3,81,19839,3,13,7665,333
1895,1,3,73,18083,3,13,7665,333
1916,1,3,69,15843,3,13,7665,333
1831,1,3,26,24059,3,13,7665,333
1832,1,3,97,24420,3,13,7665,333
1904,1,3,275,66328,3,13,7665,333
1849,1,3,167,42949,3,13,7665,333
1870,1,3,240,72465,3,13,7665,333
1871,1,3,239,61574,3,13,7665,333
1913,1,3,138,32181,3,13,7665,333
1924,1,3,26,17015,3,13,7665,333
1926,1,3,93,23417,3,13,7665,333
1836,1,3,104,29827,3,13,7665,333
1927,1,3,175,36064,3,13,7665,333
3388,1,3,122,31083,3,13,7665,333
3327,1,3,122,37896,3,13,7665,333
3311,1,3,151,34485,3,13,7665,333
3397,1,3,118,31728,3,13,7665,333
3335,1,3,170,37927,3,13,7665,333
3343,1,3,188,31132,3,13,7665,333
3373,1,3,30,14418,3,13,7665,333
3357,1,3,17,7524,3,13,7665,333
3369,1,3,18,16470,3,13,7665,333
3367,1,3,168,40124,3,13,7665,333
3414,1,3,89,19457,3,13,7665,333
3336,1,3,74,18307,3,13,7665,333
3402,1,3,130,34087,3,13,7665,333
3380,1,3,168,32170,3,13,7665,333
3364,1,3,76,18039,3,13,7665,333
3360,1,3,171,42084,3,13,7665,333
4112,2,5,14,24088,6,13,7665,333
4121,2,5,14,25113,6,13,7665,333
4420,2,5,14,33039,6,13,7665,333
790,1,3,241,58364,3,13,7665,333
726,1,3,135,33327,3,13,7665,333
706,1,3,119,29579,3,13,7665,333
712,1,3,132,39827,3,13,7665,333
713,1,3,72,17827,3,13,7665,333
774,1,3,133,34561,3,13,7665,333
709,1,3,119,29931,3,13,7665,333
796,1,3,126,35954,3,13,7665,333
777,1,3,243,44202,3,13,7665,333
721,1,3,92,23957,3,13,7665,333
813,1,3,83,25218,3,13,7665,333
719,1,3,126,30463,3,13,7665,333
700,1,3,218,44940,3,13,7665,333
800,1,3,21,6593,3,13,7665,333
705,1,3,17,4957,3,13,7665,333
710,1,3,114,24849,3,13,7665,333
754,1,3,78,18840,3,13,7665,333
733,1,3,166,39706,3,13,7665,333
2919,2,5,14,41689,6,13,7665,333
2922,2,5,14,59156,6,13,7665,333
2918,2,5,14,23144,6,13,7665,333
2925,2,5,14,21841,6,13,7665,333
3051,2,5,14,54897,6,13,7665,333
3054,2,5,14,15869,6,13,7665,333
3376,2,5,14,24824,6,13,7665,333
3367,2,5,14,40110,6,13,7665,333
3364,2,5,14,18024,6,13,7665,333
4014,2,5,14,21036,6,13,7665,333
4023,2,5,100,59894,6,13,7665,333
